Recorded Date,External Data Reference,Which areas of content would you like to see the FT cover more?,Q7 - Topics,"Overall, how would you rate our journalism?","How would you rate the FT on the following? - Data / Visual Journalism (e.g. charts & graphs)



1/7","How would you rate the FT on the following? - Videos



2/7","How would you rate the FT on the following? - Podcasts



3/7","How would you rate the FT on the following? - Newsletters



4/7","How would you rate the FT on the following? - Live Blogs



5/7","How would you rate the FT on the following? - Longform (The Big read)



6/7","How would you rate the FT on the following? - Live events, either online or in-person (FT Live)



7/7","How useful do you find the FT's coverage on the following specialist subjects? - Mergers & Acquisitions



1/7","How useful do you find the FT's coverage on the following specialist subjects? - Environmental, Social, and Corporate Governance



2/7","How useful do you find the FT's coverage on the following specialist subjects? - Trade



3/7","How useful do you find the FT's coverage on the following specialist subjects? - Climate & Business



4/7","How useful do you find the FT's coverage on the following specialist subjects? - Energy



5/7","How useful do you find the FT's coverage on the following specialist subjects? - Asian Tech



6/7","How useful do you find the FT's coverage on the following specialist subjects? - The Business of Sport



7/7"
03/08/2021 11:04:57,36ea5bd6-8b21-4a72-b293-6ddfaf9ec139,,,3,,,,,,,,Moderately useful,Moderately useful,Moderately useful,Moderately useful,Moderately useful,Moderately useful,I'm not interested in this content
03/08/2021 10:58:10,,,,,,,,,,,,,,,,,,
03/08/2021 10:57:34,,,,,,,,,,,,,,,,,,
03/08/2021 10:45:16,75bf2558-fc25-41f6-aaf4-683a2bda8337,,,,,,,,,,,,,,,,,
03/08/2021 10:32:23,3db4f66c-84ea-4f42-934f-cb21ad07f533,,,,,,,,,,,,,,,,,
03/08/2021 10:32:17,,,,,,,,,,,,,,,,,,
03/08/2021 10:31:26,f2103bce-fca9-4d96-a34d-2358f7bfce91,The Middle East and Africa,"Africa,Middle East",4,1 - Poor,2,3,I haven't encountered / do not use these,I haven't encountered / do not use these,4,,Very useful,Moderately useful,Very useful,Very useful,Moderately useful,I'm not interested in this content,I'm not interested in this content
03/08/2021 10:25:07,,,,,,,,,,,,,,,,,,
03/08/2021 10:23:18,7c87dd7f-26b5-43ed-8a52-f376b259742a,,,,,,,,,,,,,,,,,
03/08/2021 08:08:42,1b3688cd-2799-4a83-bd4e-2b8c9020f3cf,,,5 - Excellent,,,,,,,,,,,,,,
03/08/2021 03:35:44,0a92ded0-00ab-4cf0-8bc0-174c6227bca6,You do a pretty good job as is. I’ve subscribed for decades. Keep it up,Unknown,5 - Excellent,3,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,4,5 - Excellent,,Moderately useful,Very useful,Extremely useful,Very useful,Very useful,Very useful,Moderately useful
03/08/2021 03:26:38,,,,,,,,,,,,,,,,,,
03/08/2021 00:31:43,,,,,,,,,,,,,,,,,,
02/08/2021 23:36:25,ed151a18-a7a8-4522-a622-30d64a8834d5,Healthcare industry and related Tech developments,"Health,Technology",4,5 - Excellent,I haven't encountered / do not use these,3,4,I haven't encountered / do not use these,5 - Excellent,,I'm not interested in this content,Slightly useful,Slightly useful,I'm not interested in this content,I'm not interested in this content,Slightly useful,I'm not interested in this content
02/08/2021 22:57:05,ffcd13e4-f3c0-4a64-ab9f-74a032edcb75,,,,,,,,,,,,,,,,,
02/08/2021 21:03:40,5dd7a765-5b4e-4b1c-a4a0-56ddbc9a0a22,Tech,Technology,5 - Excellent,4,I haven't encountered / do not use these,I haven't encountered / do not use these,3,I haven't encountered / do not use these,4,,Slightly useful,Moderately useful,Moderately useful,Very useful,Moderately useful,Moderately useful,Slightly useful
02/08/2021 21:02:06,baac370c-1f2d-4847-a486-0a823e39853a,,,,,,,,,,,,,,,,,
02/08/2021 20:11:15,3a7ed36f-06f9-456d-9f61-b081afc7a576,"Industries, sciences ",Science,4,4,,,,,,,Not very useful,Moderately useful,Very useful,Moderately useful,Very useful,Moderately useful,I'm not interested in this content
02/08/2021 19:53:20,eb7e02c9-2207-485e-b56b-5509e55a763b,,,,,,,,,,,,,,,,,
02/08/2021 19:14:59,8d0c765c-b06d-4e4f-9905-a21bbbedf32f,,,,,,,,,,,,,,,,,
02/08/2021 19:12:35,6f881cd1-b488-43d2-8dbf-c23f5e016e6c,,,5 - Excellent,,,,,,,,,,,,,,
02/08/2021 18:54:27,a9a4105a-c6c3-4076-ae3a-c2f61c23c074,,,4,,,,,,,,,,,,,,
02/08/2021 17:56:45,7ad09610-8db2-460e-9373-c1da9dd65094,Classical music,Music,5 - Excellent,4,I haven't encountered / do not use these,4,4,I haven't encountered / do not use these,4,,I'm not interested in this content,,,,,I'm not interested in this content,I'm not interested in this content
02/08/2021 17:44:40,c3179e2e-5f9a-4892-893a-90b5c78f3fe8,,,,,,,,,,,,,,,,,
02/08/2021 17:44:00,a8867555-8815-4cb0-8fa8-a08ff60e7c52,,,,,,,,,,,,,,,,,
02/08/2021 17:42:53,dd6f6b03-e9a5-494e-ba24-3465b63cfc3a,,,,,,,,,,,,,,,,,
02/08/2021 17:32:42,09f1adcb-08dd-42db-8828-820418880b6c,,,5 - Excellent,,,,,,,,Moderately useful,Very useful,Moderately useful,Extremely useful,Extremely useful,Moderately useful,I'm not interested in this content
02/08/2021 17:26:22,72c64a67-4c02-481f-94c7-d9d569bf19fd,,,,,,,,,,,,,,,,,
02/08/2021 17:22:16,3b95b9f8-2596-426c-87b2-533c939b4454,,,,,,,,,,,,,,,,,
02/08/2021 17:22:00,ada93d3a-e98e-4086-9160-54ccd93419bc,,,4,,,,,,,,Moderately useful,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content
02/08/2021 17:18:37,dbb1821c-0453-40ea-84d4-951547965510,AI trading and digital asset ,"Artificial Intelligence,Trade",5 - Excellent,3,4,5 - Excellent,5 - Excellent,4,5 - Excellent,,Extremely useful,Extremely useful,Extremely useful,Not very useful,I'm not interested in this content,Moderately useful,Very useful
02/08/2021 17:11:09,636b4d41-4fed-4b0b-b406-22247ca4855a,,,5 - Excellent,,,,,,,,Very useful,Very useful,Very useful,Very useful,Very useful,I'm not interested in this content,Very useful
02/08/2021 17:06:24,6449079b-e232-4827-9b42-e6b75751d9b6,,,,,,,,,,,,,,,,,
02/08/2021 16:01:08,6462baee-a79b-4b90-a324-d77e053e0980,The impact of sovereign international policies in the global economy and international markets. ,"Economy,Financial markets,Policy,World",5 - Excellent,4,4,,,,,,Very useful,Very useful,Very useful,Very useful,Very useful,Moderately useful,Moderately useful
02/08/2021 09:18:09,5d17da84-4115-404f-ad85-3904c754210c,"More Lex topics (especially Lex in depth), more Alphaville (especially company analysis) and Due Diligence newsletter ",Companies,4,3,3,3,5 - Excellent,I haven't encountered / do not use these,5 - Excellent,,Very useful,I'm not interested in this content,Moderately useful,I'm not interested in this content,Moderately useful,Very useful,Not very useful
02/08/2021 01:27:46,99c079f0-7565-48b1-96cc-2c8683a9b17d,M&A,Mergers & Acquisitions,4,3,4,3,4,I haven't encountered / do not use these,4,,Very useful,Moderately useful,Very useful,Very useful,Very useful,Moderately useful,Not very useful
31/07/2021 18:47:09,bd12db5b-c895-4728-9e3f-e0b904f4e5cc,,,5 - Excellent,4,I haven't encountered / do not use these,I haven't encountered / do not use these,3,I haven't encountered / do not use these,2,,I'm not interested in this content,Moderately useful,Not very useful,Slightly useful,Slightly useful,I'm not interested in this content,I'm not interested in this content
31/07/2021 06:22:16,a93830cc-a415-4f29-8e35-1aa03ee3c507,Young British companies ,Companies,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,4,,Slightly useful,Very useful,Moderately useful,Very useful,Very useful,Moderately useful,Not very useful
31/07/2021 03:17:58,64476927-b672-455f-a3ab-1560958a376d,"Investment. Best places. Best times? Home or abroad? Which business or industry? Small or large? I diversify and am inclined to stick by an investment for years but from time to time I get startled enough to pull out like with the trouble with Boeing or Xi's China. The problem when you pull out, is finding another satisfactory place to park my money. ","Asia,House & Home,Investments",4,3,,,,,,,I'm not interested in this content,Moderately useful,Very useful,Very useful,Moderately useful,Slightly useful,Moderately useful
30/07/2021 19:07:32,ae06cc93-0755-48bb-a994-c96b444defe4,More coverage of the gulf states,Unknown,5 - Excellent,3,3,5 - Excellent,3,I haven't encountered / do not use these,5 - Excellent,,I'm not interested in this content,Very useful,Very useful,Very useful,Very useful,I'm not interested in this content,I'm not interested in this content
30/07/2021 15:52:45,,,,,,,,,,,,,,,,,,
30/07/2021 14:36:49,10e6db8b-17a2-46e6-a8c3-81009ee2938a,Current trends in society and controversial ideas,Society,5 - Excellent,3,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,,I'm not interested in this content,Slightly useful,Not very useful,Moderately useful,Moderately useful,I'm not interested in this content,I'm not interested in this content
30/07/2021 12:17:43,9be4e05b-bdd3-4539-b210-5d031a2455e9,Coverage & performance of small cap businesses rather than solely household names,Unknown,4,5 - Excellent,3,3,3,3,5 - Excellent,,Moderately useful,Very useful,Very useful,Moderately useful,Slightly useful,Slightly useful,Extremely useful
30/07/2021 10:31:37,65b9f9c4-2280-44f3-8894-fce86e8ccf9a,"Sport.
",Sport,5 - Excellent,4,I haven't encountered / do not use these,3,3,I haven't encountered / do not use these,3,,Slightly useful,Moderately useful,Slightly useful,Moderately useful,Slightly useful,Not very useful,Moderately useful
30/07/2021 10:19:52,75916526-92de-41fc-a0c7-1cff5e91ea3a,,,5 - Excellent,,,,,,I haven't encountered / do not use these,,Very useful,Very useful,,,,,
29/07/2021 23:36:52,c6c0c9dc-5b2f-46b2-a8b8-7b77cea91770,"Investment analysis including equities, bonds and investment funds including investment trusts. ","Equities,Investments",5 - Excellent,I haven't encountered / do not use these,3,,,,,,Moderately useful,Slightly useful,Not very useful,Moderately useful,Slightly useful,Slightly useful,Moderately useful
29/07/2021 21:45:15,77091b25-9470-4999-8d18-07b26f2cdcc2,,,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content
29/07/2021 19:47:47,047369a3-32d9-4aa8-8caf-7455bdf22763,Healthcare,Health,4,4,4,4,4,4,4,,Slightly useful,I'm not interested in this content,Very useful,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content
29/07/2021 18:11:40,113b5c25-ce8a-4dce-81d6-048c7dcdf685,Investment Trusts,Investments,3,3,3,2,2,2,3,,Moderately useful,Slightly useful,Moderately useful,Moderately useful,Slightly useful,Slightly useful,Slightly useful
29/07/2021 15:51:22,4514903b-ff8b-48c4-b5f3-8893e08a8a5c,,,5 - Excellent,4,I haven't encountered / do not use these,I haven't encountered / do not use these,4,I haven't encountered / do not use these,4,,I'm not interested in this content,Moderately useful,Moderately useful,Moderately useful,Very useful,Not very useful,Not very useful
29/07/2021 13:47:07,f8267531-fe35-4066-88ed-741cdc45d0e8,"I have students who do legal studies - it's always harder to search for content - tho it's there.

The world of quality (in all its senses)","Law,World",5 - Excellent,5 - Excellent,4,3,4,I haven't encountered / do not use these,5 - Excellent,,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Very useful,Very useful,Moderately useful
29/07/2021 13:28:08,84c5c136-f4ab-4031-ab7f-f1fc4e2cae72,"Personal finance, international real estate, Central & South America","Americas,Personal finance",5 - Excellent,4,3,I haven't encountered / do not use these,3,I haven't encountered / do not use these,3,,I'm not interested in this content,Moderately useful,Moderately useful,Moderately useful,Moderately useful,Slightly useful,Not very useful
29/07/2021 11:45:05,65853898-a89e-414c-9d15-30b4ef64a83e,"Interaction of trade and politics in the European and North American realms, with further deep dive articles into these topics in other parts of the world (e.g. South America, Africa, Australasia)","Trade,Europe,Politics,Americas,Africa,World",4,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,4,I haven't encountered / do not use these,5 - Excellent,,I'm not interested in this content,Moderately useful,Very useful,Slightly useful,Slightly useful,Not very useful,Not very useful
29/07/2021 11:43:32,b6dd4fec-f988-4182-8fb8-e6d006e33191,Impact,Unknown,4,3,2,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,4,,Very useful,Very useful,Moderately useful,Extremely useful,Very useful,Moderately useful,Slightly useful
29/07/2021 11:29:35,3ffe5b2f-2264-4221-8bf1-187517ff6c6d,Those parts of Government activity that are designed to support the economy and HMG's agenda but are below the noise level.  An example may be what HMG is doing about AI.,"Artificial Intelligence,Economy",5 - Excellent,2,I haven't encountered / do not use these,I haven't encountered / do not use these,4,I haven't encountered / do not use these,5 - Excellent,,Moderately useful,I'm not interested in this content,Moderately useful,Moderately useful,Very useful,Moderately useful,Moderately useful
29/07/2021 09:59:18,3f9a0ea0-877f-4b88-9e6c-6db94722f685,,,3,4,3,4,5 - Excellent,4,5 - Excellent,,I'm not interested in this content,Moderately useful,Very useful,Moderately useful,Very useful,I'm not interested in this content,I'm not interested in this content
29/07/2021 07:07:02,3380deff-6a40-4aa7-9516-2db1bbad99f8,,,2,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,3,3,,I'm not interested in this content,I'm not interested in this content,Very useful,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content
29/07/2021 06:29:44,a8913951-11b9-4598-9b8b-07bb56174f44,,,5 - Excellent,5 - Excellent,I haven't encountered / do not use these,4,I haven't encountered / do not use these,2,I haven't encountered / do not use these,,Moderately useful,Very useful,Moderately useful,Very useful,Very useful,Moderately useful,Not very useful
28/07/2021 23:32:04,fb31aad2-0660-4d55-aaa8-a0490fcf219f,"Tech coverage is good, would like to see a touch more on VC, PE",Technology,5 - Excellent,5 - Excellent,4,4,I haven't encountered / do not use these,5 - Excellent,5 - Excellent,,Moderately useful,Slightly useful,Extremely useful,Moderately useful,Very useful,Extremely useful,Slightly useful
28/07/2021 20:34:27,36844ecb-0566-4b44-b885-f6c3bd5b2c43,,,4,4,1 - Poor,1 - Poor,4,I haven't encountered / do not use these,I haven't encountered / do not use these,,,Moderately useful,Moderately useful,Very useful,Moderately useful,Moderately useful,Very useful
28/07/2021 18:58:06,43b927c0-88b3-48cb-b79b-6f05bfed5bb4,,,4,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,2,5 - Excellent,,I'm not interested in this content,Moderately useful,Moderately useful,Moderately useful,Moderately useful,I'm not interested in this content,I'm not interested in this content
28/07/2021 17:52:33,d352fc05-0232-49ee-a80a-e9432db792a2,Land Use Planning,Agriculture,4,4,4,4,4,4,4,,I'm not interested in this content,Slightly useful,Very useful,Very useful,Very useful,Very useful,Not very useful
28/07/2021 17:43:19,309c686b-2862-4d45-8585-f95603ee33c0,AI,Artificial Intelligence,5 - Excellent,4,5 - Excellent,2,I haven't encountered / do not use these,I haven't encountered / do not use these,3,,Not very useful,Very useful,Not very useful,Very useful,Slightly useful,Slightly useful,Not very useful
28/07/2021 16:24:45,3a594df2-a796-4fd2-83e4-a41fa3de0d08,,,5 - Excellent,5 - Excellent,,,,,,,Moderately useful,Very useful,Very useful,Very useful,Very useful,Very useful,Moderately useful
28/07/2021 15:36:04,1b5d6945-18be-42b0-a61e-f4c53d8a4963,,,4,4,4,I haven't encountered / do not use these,4,I haven't encountered / do not use these,4,,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful
28/07/2021 14:05:36,9b36077c-3f90-4ac9-b7d0-041712f6e262,"Like the content and pick and chose
I’m in health care and not very much about this but I Ike the other co tent",Health,4,5 - Excellent,,,,,,,I'm not interested in this content,,,,,,
28/07/2021 14:01:13,928f2d4b-46fb-4a89-b83e-a3225d851795,"Difficult to say as I find the FT to be excellent. Maybe a little bit more on science, and a little bit less on fashion in the Life and Arts section.","Arts,Fashion,Science",5 - Excellent,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,4,4,4,,Moderately useful,Very useful,Very useful,Very useful,Very useful,Not very useful,Not very useful
